title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Bomber Crew,Ps4,Simulation,Merge Games,Runner Duck,,,,,,,2019-03-12
Bomber Crew,Ns,Simulation,Merge Games,Runner Duck,,,,,,,2019-03-12
Bomber Crew,Xone,Simulation,Curve Digital,Runner Duck,,,,,,,2018-07-10
Bridge Constructor Portal,Ns,Simulation,Headup Games,Clockstone,,,,,,,2018-02-28
Bridge Constructor Portal,Ios,Simulation,Unknown,Clockstonesoftware,,,,,,,
Bulwark: Falconeer Chronicles,Ps4,Simulation,Unknown,Tomas Sala,,,,,,,
Bulwark: Falconeer Chronicles,Ps5,Simulation,Unknown,Tomas Sala,,,,,,,
Bulwark: Falconeer Chronicles,Xone,Simulation,Unknown,Tomas Sala,,,,,,,
Bulwark: Falconeer Chronicles,Xs,Simulation,Unknown,Tomas Sala,,,,,,,
Bulwark: Falconeer Chronicles,Pc,Simulation,Unknown,Tomas Sala,,,,,,,
Catch & Release,Pc,Simulation,Advanced Interactive Gaming Ltd.,Metricminds Gmbh & Co. Kg,,,,,,,2018-06-07
Catch & Release,Ps4,Simulation,Metricminds Gmbh & Co. Kg,Metricminds Gmbh & Co. Kg,,,,,,,2018-08-28
Chef Life: A Restaurant Simulator,Pc,Simulation,Unknown,Cyanide Studio,,,,,,,
Chef Life: A Restaurant Simulator,Ps4,Simulation,Unknown,Cyanide Studio,,,,,,,
Chef Life: A Restaurant Simulator,Ps5,Simulation,Unknown,Cyanide Studio,,,,,,,
Chef Life: A Restaurant Simulator,Xone,Simulation,Unknown,Cyanide Studio,,,,,,,
Chef Life: A Restaurant Simulator,Xs,Simulation,Unknown,Cyanide Studio,,,,,,,
Chef Life: A Restaurant Simulator,Ns,Simulation,Unknown,Cyanide Studio,,,,,,,
Cities: Skylines,Ns,Simulation,Paradox Interactive,Colossal Order,,,,,,,2018-09-14
Cities: Skylines II,Pc,Simulation,Paradox Interactive,Colossal Order,,,,,,,2023-10-24
Cities: Skylines II,Ps5,Simulation,Paradox Interactive,Colossal Order,,,,,,,2024-12-01
Cities: Skylines II,Xs,Simulation,Paradox Interactive,Colossal Order,,,,,,,2024-12-01
Comanche,All,Simulation,Thq Nordic,Nukklear,,,,,,,2020-03-12
Comanche 2,Pc,Simulation,Unknown,Novalogic,,,,,,,
Conqueror A.D. 1086,Pc,Simulation,Activision,Sierra,,,,,,,1995-01-01
"Cook, Serve, Delicious!",And,Simulation,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,2012-10-05
"Cook, Serve, Delicious! 2!!",Ps4,Simulation,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,2018-12-18
"Cook, Serve, Delicious! 2!!",Ns,Simulation,Vertigo Games,Vertigo Gaming Inc.,,,,,,,2019-04-10
"Cook, Serve, Delicious! 2!!",Xone,Simulation,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,2019-04-10
"Cook, Serve, Delicious! 3?!",Ns,Simulation,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,2020-10-14
"Cook, Serve, Delicious! 3?!",Pc,Simulation,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,2020-10-14
"Cook, Serve, Delicious! 3?!",Ps4,Simulation,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,2020-10-14
"Cook, Serve, Delicious! 3?!",Xone,Simulation,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,2020-10-14
Cooking Mama: CookStar,Ps4,Simulation,Unknown,Ravenscourt,,,,,,,
Cooking Mama: CookStar,Ns,Simulation,Unknown,Ravenscourt,,,,,,,
Cozy Grove,Ps4,Simulation,Unknown,Spry Fox,,,,,,,
Cozy Grove,Ps5,Simulation,Unknown,Spry Fox,,,,,,,
Cozy Grove,Xs,Simulation,Unknown,Spry Fox,,,,,,,
Cozy Grove,Ns,Simulation,Unknown,Spry Fox,,,,,,,
Cozy Grove,Pc,Simulation,Unknown,Spry Fox,,,,,,,
Cozy Grove,Xone,Simulation,Unknown,Spry Fox,,,,,,,
Cultist Simulator,Pc,Simulation,Humble Bundle,Weather Factory,,,,,,,2018-05-31
Damage Inc.: Pacific Squadron WWII,Ps3,Simulation,Mad Catz,Mad Catz,,,,,,,2012-08-28
Damage Inc.: Pacific Squadron WWII,Pc,Simulation,Mad Catz,Mad Catz,,,,,,,2012-08-28
Disney Dreamlight Valley,Ps5,Simulation,Unknown,Gameloft,,,,,,,
Disney Dreamlight Valley,Xone,Simulation,Unknown,Gameloft,,,,,,,
Disney Dreamlight Valley,Xs,Simulation,Unknown,Gameloft,,,,,,,
Disney Dreamlight Valley,Ns,Simulation,Unknown,Gameloft,,,,,,,
Disney Dreamlight Valley,Pc,Simulation,Unknown,Gameloft,,,,,,,
Doraemon Story of Seasons,Pc,Simulation,Bandai Namco,Marvelous,,,,,,,2019-10-11
Doraemon Story of Seasons,Ps4,Simulation,Bandai Namco Entertainment,Marvelous,,,,,,,2020-09-04
Doraemon Story of Seasons: Friends of the Great Kingdom,Pc,Simulation,Unknown,Marvelous,,,,,,,
Doraemon Story of Seasons: Friends of the Great Kingdom,Ps5,Simulation,Unknown,Marvelous,,,,,,,
Doraemon Story of Seasons: Friends of the Great Kingdom,Ns,Simulation,Unknown,Marvelous,,,,,,,
Doraemon: Nobita's Story of Seasons,Ns,Simulation,Bandai Namco,Marvelous,,,,,,,2019-10-11
Emily is Away,Pc,Simulation,Kyle Seeley,Kyle Seeley,,,,,,,2015-11-20
Emily is Away <3,Pc,Simulation,Kyle Seeley,Kyle Seeley,,,,,,,2020-12-31
Everest VR,Or,Simulation,Sólfar Studios,Sã³Lfar Studios,,,,,,,2017-02-14
F1 Manager 2022,Xone,Simulation,Unknown,Frontier Developments,,,,,,,
F1 Manager 2022,Xs,Simulation,Unknown,Frontier Developments,,,,,,,
F1 Manager 2022,Pc,Simulation,Unknown,Frontier Developments,,,,,,,
F1 Manager 2022,Ps4,Simulation,Unknown,Frontier Developments,,,,,,,
F1 Manager 2022,Ps5,Simulation,Unknown,Frontier Developments,,,,,,,
F1 Manager 2023,Xone,Simulation,Unknown,Frontier Developments,,,,,,,
F1 Manager 2023,Xs,Simulation,Unknown,Frontier Developments,,,,,,,
F1 Manager 2023,Pc,Simulation,Unknown,Frontier Developments,,,,,,,
F1 Manager 2023,Ps4,Simulation,Unknown,Frontier Developments,,,,,,,
F1 Manager 2023,Ps5,Simulation,Unknown,Frontier Developments,,,,,,,
Farm Expert 2018,Ns,Simulation,Simfabric,Simfabric,,,,,,,2018-03-30
Farming Simulator & Hunting Simulator Bundle,Ns,Simulation,Unknown,Maximum Games,,,,,,,
Farming Simulator 20,All,Simulation,Focus Home Interactive,Giants Software,,,,,,,2019-12-03
Fishing Sim World,Pc,Simulation,Dovetail Games,Dovetail Games,,,,,,,2018-09-18
Five Nights at Freddy's: Sister Location,Pc,Simulation,Scott Cawthon,Scott Cawthon,,,,,,,2016-10-07
Five Nights at Freddy's: Sister Location,And,Simulation,Unknown,Scott Cawthon,,,,,,,
Five Nights at Freddy?s VR: Help Wanted,Pc,Simulation,Scottgames,Steel Wool Studios,,,,,,,2019-05-28
Five Nights at Freddy?s VR: Help Wanted,Ps4,Simulation,Scottgames,Steel Wool Studios,,,,,,,2019-05-28
Flipper Mechanic,Ps5,Simulation,Simfabric,Simfabric,,,,,,,2021-12-01
Flipper Mechanic,Xone,Simulation,Simfabric,Simfabric,,,,,,,2021-12-01
Flipper Mechanic,Xs,Simulation,Simfabric,Simfabric,,,,,,,2021-12-01
Flipper Mechanic,Ns,Simulation,Simfabric,Simfabric,,,,,,,2021-12-01
Flipper Mechanic,Pc,Simulation,Simfabric,Simfabric,,,,,,,2021-12-01
Flipper Mechanic,Ps4,Simulation,Simfabric,Simfabric,,,,,,,2021-12-01
flOw,Psv,Simulation,Sony Computer Entertainment,Supervillain Studios,,,,,,,2013-12-17
Football Manager 2016,Linux,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2016,Osx,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2016,All,Simulation,Sega,Sports Interactive,,,,,,,2015-11-13
Football Manager 2017,All,Simulation,Sega,Sports Interactive,,,,,,,2016-11-04
Football Manager 2017,Osx,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2017,Linux,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2018,Osx,Simulation,Sega,Sports Interactive,,,,,,,2017-11-10
Football Manager 2018,Linux,Simulation,Sega,Sports Interactive,,,,,,,2017-11-10
Football Manager 2020,Ios,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2020,Ns,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2020,Pc,Simulation,Sega,Sports Interactive,,,,,,,2019-11-19
Football Manager 2022,Ns,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2022,Pc,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2022,Xone,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2022,Xs,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2022,All,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2023,Pc,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2023,Ps5,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2023,Xone,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2023,Xs,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2023,All,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2023,Ns,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2024,Ps5,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2024,Xone,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2024,Xs,Simulation,Unknown,Sports Interactive,,,,,,,
Football Manager 2024,Pc,Simulation,Unknown,Sports Interactive,,,,,,,
Freddy Fazbear's Pizzeria Simulator,Pc,Simulation,Scott Cawthon,Scott Cawthon,,,,,,,2017-12-04
Game Dev Tycoon,Ns,Simulation,Greenheart Games,Rarebyte,,,,,,,2020-10-11
Garden Life: A Cozy Simulator,Ps4,Simulation,Unknown,Stillalive Studios,,,,,,,
Garden Life: A Cozy Simulator,Ps5,Simulation,Unknown,Stillalive Studios,,,,,,,
Garden Life: A Cozy Simulator,Xone,Simulation,Unknown,Stillalive Studios,,,,,,,
Garden Life: A Cozy Simulator,Xs,Simulation,Unknown,Stillalive Studios,,,,,,,
Garden Life: A Cozy Simulator,Ns,Simulation,Unknown,Stillalive Studios,,,,,,,
Garden Life: A Cozy Simulator,Pc,Simulation,Unknown,Stillalive Studios,,,,,,,
GASP,Pc,Simulation,Dark Day Interactive,Dark Day Interactive,,,,,,,2015-11-12
Goat Simulator: The Bundle,Ps4,Simulation,Koch Media,Coffee Stain Studios,,,,,,,2016-11-18
GORN,Pc,Simulation,Unknown,Free Lives,,,,,,,
Hardspace: Shipbreaker,Pc,Simulation,Unknown,Blackbird Interactive,,,,,,,
Hardspace: Shipbreaker,Ps5,Simulation,Unknown,Blackbird Interactive,,,,,,,
Hardspace: Shipbreaker,Xs,Simulation,Unknown,Blackbird Interactive,,,,,,,
Harvest Moon 64,Wiiu,Simulation,Unknown,Tbd,,,,,,,
Harvest Moon: Light of Hope,Pc,Simulation,Unknown,Natsume,,,,,,,
Harvest Moon: One World,Ps4,Simulation,Unknown,Natsume,,,,,,,
Harvest Moon: One World,Ns,Simulation,Unknown,Natsume,,,,,,,
Harvest Moon: The Winds of Anthos,Xs,Simulation,Unknown,Natsume,,,,,,,
Harvest Moon: The Winds of Anthos,Ns,Simulation,Unknown,Natsume,,,,,,,
Harvest Moon: The Winds of Anthos,Pc,Simulation,Unknown,Natsume,,,,,,,
Harvest Moon: The Winds of Anthos,Ps4,Simulation,Unknown,Natsume,,,,,,,
Harvest Moon: The Winds of Anthos,Ps5,Simulation,Unknown,Natsume,,,,,,,
Harvest Moon: The Winds of Anthos,Xone,Simulation,Unknown,Natsume,,,,,,,
Haunted Chocolatier,Pc,Simulation,Unknown,Concernedape,,,,,,,
Hello Engineer,Xs,Simulation,Unknown,Tinybuild Games,,,,,,,
Hello Engineer,Ns,Simulation,Unknown,Tinybuild Games,,,,,,,
Hello Engineer,Ps4,Simulation,Unknown,Tinybuild Games,,,,,,,
Hello Engineer,Ps5,Simulation,Unknown,Tinybuild Games,,,,,,,
Hello Engineer,Xone,Simulation,Unknown,Tinybuild Games,,,,,,,
Hello Engineer: Scrap Machines Constructor,Pc,Simulation,Unknown,Tinybuild Games,,,,,,,
Heroes in the Sky-Origin,Pc,Simulation,Unknown,Gameus Inc.,,,,,,,
HIS (Heroes In the Sky),Pc,Simulation,Gameus Inc.,Gameus Inc.,,,,,,,2015-03-03
Holy Potatoes! A Weapon Shop?!,Ns,Simulation,Unknown,Daylight Studios,,,,,,,
Holy Potatoes! A Weapon Shop?!,Ps4,Simulation,Unknown,Daylight Studios,,,,,,,
Holyday City: Reloaded,Pc,Simulation,Holyday Studios,Holyday Studios,,,,,,,2017-12-14
House Flipper 2,Pc,Simulation,Unknown,Frozen District,,,,,,,
House Flipper 2,Ps5,Simulation,Unknown,Frozen District,,,,,,,
House Flipper 2,Xs,Simulation,Unknown,Frozen District,,,,,,,
I Am Bread,Xone,Simulation,Bossa Studios,Bossa Studios,,,,,,,2017-01-20
Island Flight Simulator,Ns,Simulation,Libredia Entertainment,Caipirinha Games,,,,,,,2018-02-01
Islanders,Pc,Simulation,Grizzly Games,Grizzlygames,,,,,,,2019-04-04
Islanders,Linux,Simulation,Unknown,Grizzlygames,,,,,,,
Islanders: Console Edition,Xs,Simulation,Coatsink Software,Grizzlygames,,,,,,,2021-08-26
Islanders: Console Edition,Ps4,Simulation,Coatsink Software,Grizzlygames,,,,,,,2021-08-26
Islanders: Console Edition,Xone,Simulation,Coatsink Software,Grizzlygames,,,,,,,2021-08-26
Islanders: Console Edition,Ns,Simulation,Coatsink Software,Grizzlygames,,,,,,,2021-08-11
Islanders: Console Edition,Ps5,Simulation,Coatsink Software,Grizzlygames,,,,,,,2021-08-26
Jurassic World Evolution 2,Pc,Simulation,Frontier Developments,Frontier Developments,,,,,,,2021-11-09
Jurassic World Evolution 2,Ps4,Simulation,Frontier Developments,Frontier Developments,,,,,,,2021-11-09
Jurassic World Evolution 2,Ps5,Simulation,Frontier Developments,Frontier Developments,,,,,,,2021-11-09
Jurassic World Evolution 2,Xone,Simulation,Frontier Developments,Frontier Developments,,,,,,,2021-11-09
Jurassic World Evolution 2,Xs,Simulation,Frontier Developments,Frontier Developments,,,,,,,2021-11-09
Jurassic World Evolution: Complete Edition,Ns,Simulation,Frontier Developments,Frontier Developments,,,,,,,2020-11-03
Kerbal Space Program 2,Pc,Simulation,Squad,Squad,,,,,,,2020-12-01
Kerbal Space Program 2,Ps4,Simulation,Squad,Squad,,,,,,,2020-12-01
Kerbal Space Program 2,Xone,Simulation,Squad,Squad,,,,,,,2020-12-01
Kill It With Fire VR,Pc,Simulation,Unknown,Charm Games,,,,,,,
Kill It With Fire VR,Ps4,Simulation,Unknown,Charm Games,,,,,,,
Kill It With Fire VR,Ps5,Simulation,Unknown,Charm Games,,,,,,,
La Corda d'Oro: Octave,Ns,Simulation,Koei Tecmo,Ruby Party,,,,,,,2019-02-14
La Corda d'Oro: Octave,Psv,Simulation,Koei Tecmo,Ruby Party,,,,,,,2019-02-14
La Corda d'Oro: Octave,Pc,Simulation,Koei Tecmo,Ruby Party,,,,,,,2019-02-14
Let's Build a Zoo,Ps5,Simulation,No More Robots,Springloaded,,,,,,,2021-09-29
Let's Build a Zoo,Ps4,Simulation,No More Robots,Springloaded,,,,,,,2022-09-29
Let's Build a Zoo,Xs,Simulation,Unknown,Springloaded,,,,,,,
Let's Build a Zoo,Pc,Simulation,No More Robots,Springloaded,,,,,,,2021-11-05
Let's Build a Zoo,Xone,Simulation,Unknown,Springloaded,,,,,,,
Let's Build a Zoo,Ns,Simulation,No More Robots,Springloaded,,,,,,,2021-09-29
Little Cities,Pc,Simulation,Unknown,Purple Yonder,,,,,,,
Little Friends: Dogs & Cats,Ns,Simulation,Sold Out,Imagineer,,,,,,,2019-05-27
LoveR,Ps4,Simulation,Kadokawa Games,Kadokawa Games,,,,,,,2019-03-14
Medieval Engineers,Pc,Simulation,Keen Software House,Keen Software House,,,,,,,2020-12-01
Michigan: Report from Hell,Ps2,Simulation,Spike Co.,Grasshopper Manufacture,,,,,,,2004-08-05
Microsoft Flight Simulator (2020),Xs,Simulation,Xbox Game Studios,Asobo Studio,,,,,,,2020-12-31
Microsoft Flight Simulator 2024,Pc,Simulation,Unknown,Asobo Studio,,,,,,,
Microsoft Flight Simulator 2024,Xs,Simulation,Unknown,Asobo Studio,,,,,,,
Moving Out,Ns,Simulation,Team 17,Devm Games,,,,,,,2020-04-28
Moving Out,Pc,Simulation,Team 17,Devm Games,,,,,,,2020-04-28
Moving Out,Ps4,Simulation,Team 17,Devm Games,,,,,,,2020-04-28
Moving Out,Xone,Simulation,Team 17,Devm Games,,,,,,,2020-04-28
Moving Out 2,Xone,Simulation,Unknown,Smg Studio,,,,,,,
Moving Out 2,Xs,Simulation,Unknown,Smg Studio,,,,,,,
Moving Out 2,Ns,Simulation,Unknown,Smg Studio,,,,,,,
Moving Out 2,Pc,Simulation,Unknown,Smg Studio,,,,,,,
Moving Out 2,Ps4,Simulation,Unknown,Smg Studio,,,,,,,
Moving Out 2,Ps5,Simulation,Unknown,Smg Studio,,,,,,,
My Riding Stables 2: Life with Horses,Pc,Simulation,Anikids,Sproing,,,,,,,2014-03-28
My Time At Portia,Ps4,Simulation,Team 17,Pathea Games,,,,,,,2019-04-16
My Time At Portia,Xone,Simulation,Team 17,Pathea Games,,,,,,,2019-04-16
My Time At Portia,Ns,Simulation,Team 17,Pathea Games,,,,,,,2019-04-16
N.U.D.E.@ Natural Ultimate Digital Experiment,Xb,Simulation,Microsoft Game Studios,Red Entertainment,,,,,,,2003-04-24
Need a Packet?,Ns,Simulation,Marginal Act,Marginal Act,,,,,,,2020-07-24
Need a Packet?,Psv,Simulation,Unknown,Marginal Act,,,,,,,
Need a Packet?,Pc,Simulation,Marginal Act,Marginal Act,,,,,,,2018-08-20
Neo Atlas 1469,Pc,Simulation,Arc System Works,Artdink,,,,,,,2017-02-14
New Frontier Days: Founding Pioneers,Ns,Simulation,Arc System Works,Arc System Works,,,,,,,2017-03-23
Not For Broadcast,Pc,Simulation,Unknown,Notgames,,,,,,,
Oculus First Contact,Or,Simulation,Oculus,Fun Bits,,,,,,,2016-12-05
Oh...Sir! The Hollywood Roast,Ns,Simulation,Gambitious,Gambitious,,,,,,,2018-01-18
Oh...Sir! The Insult Simulator,Xone,Simulation,Vile Monarch,Vile Monarch,,,,,,,2017-08-04
Oh...Sir! The Insult Simulator,Ns,Simulation,Gambitious,Gambitious,,,,,,,2018-01-18
Oh...Sir! The Insult Simulator,Pc,Simulation,Unknown,Vile Monarch,,,,,,,
Oh...Sir! The Insult Simulator,Ps4,Simulation,Vile Monarch,Vile Monarch,,,,,,,2017-05-30
Ooblets,Pc,Simulation,Double Fine Presents,Glumberland,,,,,,,2020-12-30
Ooblets,Xone,Simulation,Glumberland,Glumberland,,,,,,,2019-12-01
OpenTTD,Pc,Simulation,Unknown,Open Source,,,,,,,
Oxygen Not Included,Pc,Simulation,Klei Entertainment,Klei Entertainment,,,,,,,2019-07-29
Park Beyond,Pc,Simulation,Unknown,Limbic Entertainment,,,,,,,
Park Beyond,Ps5,Simulation,Unknown,Limbic Entertainment,,,,,,,
Park Beyond,Xs,Simulation,Unknown,Limbic Entertainment,,,,,,,
Per Aspera,Pc,Simulation,Unknown,Tlön Studios,,,,,,,
Petz Countryside,3Ds,Simulation,Ubisoft,Ubisoft,,,,,,,2014-10-14
Pharaoh: A New Era,Pc,Simulation,Unknown,Triskell Interactive,,,,,,,
Pinball Arcade,Pc,Simulation,Unknown,Farsight Studios,,,,,,,
Pinball FX 3,Xone,Simulation,Zen Studios,Zen Studios,,,,,,,2017-09-26
Pinball FX 3,Ps4,Simulation,Zen Studios,Zen Studios,,,,,,,2017-09-26
Pinball FX 3,Ns,Simulation,Zen Studios,Zen Studios,,,,,,,2017-12-12
Pinball FX 3,Pc,Simulation,Zen Studios,Zen Studios,,,,,,,2017-09-26
Pioneers of Pagonia,Pc,Simulation,Unknown,Envision Entertainment,,,,,,,
Planet Coaster: Console Edition,Ps5,Simulation,Frontier Developments,Frontier Developments,,,,,,,2021-12-01
Planet Coaster: Console Edition,Ps4,Simulation,Frontier Developments,Frontier Developments,,,,,,,2020-12-01
Planet Coaster: Console Edition,Xs,Simulation,Frontier Developments,Frontier Developments,,,,,,,2021-12-01
Planet Coaster: Console Edition,Xone,Simulation,Frontier Developments,Frontier Developments,,,,,,,2020-12-01
Plantera,Wiiu,Simulation,Unknown,Ratalaika Games,,,,,,,
Plantera Deluxe,Ns,Simulation,Ratalaika Games,Ratalaika Games,,,,,,,2017-12-07
PlayStation®Vita Pets,Psv,Simulation,Sony Computer Entertainment,Spiral House,,,,,,,2014-06-03
PlayStation®Vita Pets: Puppy Parlour,Ios,Simulation,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2014-04-21
PlayStation®Vita Pets: Puppy Parlour,And,Simulation,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2014-04-14
Poly Bridge,Ns,Simulation,Dry Cactus Limited,Dry Cactus Limited,,,,,,,2017-12-14
PowerWash Simulator,Ps5,Simulation,Square Enix,Futurlab,,,,,,,2023-01-31
PowerWash Simulator,Ps4,Simulation,Unknown,Futurlab,,,,,,,
PowerWash Simulator,Pc,Simulation,Unknown,Futurlab,,,,,,,
PowerWash Simulator,Xone,Simulation,Unknown,Futurlab,,,,,,,
PowerWash Simulator,Xs,Simulation,Unknown,Futurlab,,,,,,,
PowerWash Simulator,Ns,Simulation,Unknown,Futurlab,,,,,,,
Prison Architect 2,Pc,Simulation,Unknown,Double Eleven,,,,,,,
Prison Architect 2,Ps5,Simulation,Unknown,Double Eleven,,,,,,,
Prison Architect 2,Xs,Simulation,Unknown,Double Eleven,,,,,,,
Pro Fishing Simulator,Ps4,Simulation,Bigben Interactive,Sanuk Games,,,,,,,2019-02-05
Pro Fishing Simulator,Xone,Simulation,Bigben Interactive,Sanuk Games,,,,,,,2019-02-05
Pro Fishing Simulator,Pc,Simulation,Bigben Interactive,Sanuk Games,,,,,,,2018-11-29
Punch Club 2: Fast Forward,Ns,Simulation,Unknown,Lazy Bear Games,,,,,,,
Punch Club 2: Fast Forward,Pc,Simulation,Unknown,Lazy Bear Games,,,,,,,
Punch Club 2: Fast Forward,Ps4,Simulation,Unknown,Lazy Bear Games,,,,,,,
Punch Club 2: Fast Forward,Ps5,Simulation,Unknown,Lazy Bear Games,,,,,,,
Punch Club 2: Fast Forward,Xone,Simulation,Unknown,Lazy Bear Games,,,,,,,
Punch Club 2: Fast Forward,Xs,Simulation,Unknown,Lazy Bear Games,,,,,,,
Pure Hold'em World Poker Championship,Ps4,Simulation,Unknown,Voofoo Studios,,,,,,,
RADIANTFLUX: HYPERFRACTAL,Wiiu,Simulation,Unknown,Tacs Games,,,,,,,
Railroad Tycoon II,All,Simulation,Gathering Of Developers,Poptop Software,,,,,,,1998-11-02
Real Farm,Pc,Simulation,Soedesco,Triangle Studios,,,,,,,2017-10-20
Realpolitiks,Pc,Simulation,Unknown,Jujubee S.A.,,,,,,,
Realpolitiks,Ns,Simulation,Jujubee S.A.,Jujubee S.A.,,,,,,,2018-08-30
Red Storm Rising,Pc,Simulation,Microprose,Microprose,,,,,,,1988-01-01
Riot: Civil Unrest,Ns,Simulation,Merge Games,Iv Productions,,,,,,,2019-02-05
Riot: Civil Unrest,Pc,Simulation,Merge Games,Iv Productions,,,,,,,2017-12-06
Riot: Civil Unrest,Ps4,Simulation,Merge Games,Iv Productions,,,,,,,2019-02-05
Riot: Civil Unrest,Xone,Simulation,Merge Games,Iv Productions,,,,,,,2019-01-01
RollerCoaster Tycoon 3: Complete Edition,Ns,Simulation,Frontier Developments,Frontier Developments,,,,,,,2020-09-24
RollerCoaster Tycoon 3D,3Ds,Simulation,Unknown,N-Space,,,,,,,
RollerCoaster Tycoon Adventures,Ns,Simulation,Atari,Nvizzio Creations,,,,,,,2018-12-13
RollerCoaster Tycoon Adventures,Pc,Simulation,Atari,Nvizzio Creations,,,,,,,2019-03-19
Roots of Pacha,Ns,Simulation,Crytivo Games,Soda Den,,,,,,,2021-12-01
Roots of Pacha,Pc,Simulation,Crytivo Games,Soda Den,,,,,,,2021-12-01
Roots of Pacha,Ps4,Simulation,Crytivo Games,Soda Den,,,,,,,2021-12-01
Roots of Pacha,Ps5,Simulation,Crytivo Games,Soda Den,,,,,,,2021-12-01
Roots of Pacha,Xone,Simulation,Crytivo Games,Soda Den,,,,,,,2021-12-01
Roots of Pacha,Xs,Simulation,Crytivo Games,Soda Den,,,,,,,2021-12-01
Rune Factory 3 Special,Ns,Simulation,Unknown,Marvelous,,,,,,,
Rune Factory 3 Special,Pc,Simulation,Unknown,Marvelous,,,,,,,
Rune Factory 5,Pc,Simulation,Unknown,Xseed Games,,,,,,,
SCUM,Pc,Simulation,Unknown,Gamepires,,,,,,,
Session: Skate Sim,Xone,Simulation,Crea-Ture Studios,Crea-Ture Studios,,,,,,,2020-12-31
Session: Skate Sim,Ps4,Simulation,Unknown,Crea-Ture Studios,,,,,,,
Session: Skate Sim,Ps5,Simulation,Unknown,Crea-Ture Studios,,,,,,,
Session: Skate Sim,Pc,Simulation,Crea-Ture Studios,Crea-Ture Studios,,,,,,,2020-12-31
Session: Skate Sim,Xs,Simulation,Unknown,Crea-Ture Studios,,,,,,,
Sexy Beach Premium Resort,Pc,Simulation,Illusion,Illusion,,,,,,,2015-09-11
SimCasino,Pc,Simulation,Unknown,Lvgamedev Llc,,,,,,,
SimCity Classic (OS/2),Pc,Simulation,Dux Software Corporation,Dux Software Corporation,,,,,,,1994-01-01
Simutrans,Pc,Simulation,Unknown,Open Source,,,,,,,
Ski Region Simulator 2012,Osx,Simulation,Giants Software,Giants Software,,,,,,,2011-11-25
Skies of Fury DX,Ns,Simulation,Illumination Games,Seed Interactive,,,,,,,2018-04-12
Slime Rancher,Linux,Simulation,Monomi Park,Monomi Park,,,,,,,2017-08-01
Slime Rancher,Osx,Simulation,Monomi Park,Monomi Park,,,,,,,2017-08-01
Slime Rancher 2,Pc,Simulation,Unknown,Monomi Park,,,,,,,
Slime Rancher 2,Xs,Simulation,Unknown,Monomi Park,,,,,,,
Snacko,Pc,Simulation,Unknown,Bluecurse Studios,,,,,,,
SnowRunner,Pc,Simulation,Focus Home Interactive,Saber Interactive,,,,,,,2020-04-28
SnowRunner,Ps4,Simulation,Focus Home Interactive,Saber Interactive,,,,,,,2020-04-28
SnowRunner,Xone,Simulation,Focus Home Interactive,Saber Interactive,,,,,,,2020-04-28
Sparkle 2 EVO,Ns,Simulation,Forever Entertainment S.A.,Forever Entertainment S.A.,,,,,,,2017-11-02
Sparkle 3 Genesis,And,Simulation,Unknown,Forever Entertainment S.A.,,,,,,,
Sparkle 3 Genesis,Ios,Simulation,Unknown,Forever Entertainment S.A.,,,,,,,
Sparkle 3 Genesis,Ns,Simulation,Forever Entertainment S.A.,Forever Entertainment S.A.,,,,,,,2018-03-15
Sparkle 4 Tales,Pc,Simulation,Unknown,Forever Entertainment S.A.,,,,,,,
Sparkle ZERO,Pc,Simulation,Unknown,Mmeu,,,,,,,
Spiritfarer,Ps4,Simulation,Thunder Lotus Games,Thunder Lotus Games,,,,,,,2020-12-01
